Foundation URI,Linearization URI,Code,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2025 Jan 24 - 22:30 UTC
http://id.who.int/icd/entity/2132602168,http://id.who.int/icd/release/11/mms/2132602168,NC35.3,injury of multiple blood vessels at forearm level,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1216332108/other,NC35.Y,injury of other specified blood vessels at forearm level,category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1216332108/unspecified,NC35.Z,injury of unspecified blood vessel at forearm level,category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1020432819,http://id.who.int/icd/release/11/mms/1020432819,NC36,"injury of muscle, fascia, tendon or bursa at forearm level",category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/225828500,http://id.who.int/icd/release/11/mms/225828500,NC36.0,"injury of flexor muscle, fascia or tendon of thumb at forearm level",category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1313511068,http://id.who.int/icd/release/11/mms/1313511068,NC36.00,"strain or sprain of flexor muscle, fascia or tendon of thumb at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1905753065,http://id.who.int/icd/release/11/mms/1905753065,NC36.01,"laceration of flexor muscle, fascia or tendon of thumb at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/225828500/other,NC36.0Y,"other specified injury of flexor muscle, fascia or tendon of thumb at forearm level",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/225828500/unspecified,NC36.0Z,"injury of flexor muscle, fascia or tendon of thumb at forearm level, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1748898566,http://id.who.int/icd/release/11/mms/1748898566,NC36.1,"injury of long flexor muscle, fascia or tendon of other finger at forearm level",category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1174690455,http://id.who.int/icd/release/11/mms/1174690455,NC36.10,"strain or sprain of long flexor muscle, fascia or tendon of other finger at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1573456132,http://id.who.int/icd/release/11/mms/1573456132,NC36.11,"laceration of long flexor muscle, fascia or tendon of other finger at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1748898566/other,NC36.1Y,"other specified injury of long flexor muscle, fascia or tendon of other finger at forearm level",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1748898566/unspecified,NC36.1Z,"injury of long flexor muscle, fascia or tendon of other finger at forearm level, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/479413241,http://id.who.int/icd/release/11/mms/479413241,NC36.2,"injury of other flexor muscle, fascia or tendon at forearm level",category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1874910469,http://id.who.int/icd/release/11/mms/1874910469,NC36.20,"strain or sprain of other flexor muscle, fascia or tendon at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1182197138,http://id.who.int/icd/release/11/mms/1182197138,NC36.21,"laceration of other flexor muscle, fascia or tendon at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/479413241/other,NC36.2Y,"other specified injury of other flexor muscle, fascia or tendon at forearm level",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/479413241/unspecified,NC36.2Z,"injury of other flexor muscle, fascia or tendon at forearm level, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/2044235373,http://id.who.int/icd/release/11/mms/2044235373,NC36.3,injury of extensor or abductor muscles or tendons of thumb at forearm level,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1910883564,http://id.who.int/icd/release/11/mms/1910883564,NC36.30,strain or sprain of extensor or abductor muscles or tendons of thumb at forearm level,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1399199369,http://id.who.int/icd/release/11/mms/1399199369,NC36.31,laceration of extensor or abductor muscles or tendons of thumb at forearm level,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/2044235373/other,NC36.3Y,other specified injury of extensor or abductor muscles or tendons of thumb at forearm level,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/2044235373/unspecified,NC36.3Z,"injury of extensor or abductor muscles or tendons of thumb at forearm level, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/171318777,http://id.who.int/icd/release/11/mms/171318777,NC36.4,"injury of extensor muscle, fascia or tendon of other finger at forearm level",category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/2083650970,http://id.who.int/icd/release/11/mms/2083650970,NC36.40,"strain or sprain of extensor muscle, fascia or tendon of other finger at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1423339451,http://id.who.int/icd/release/11/mms/1423339451,NC36.41,"laceration of extensor muscle, fascia or tendon of other finger at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/171318777/other,NC36.4Y,"other specified injury of extensor muscle, fascia or tendon of other finger at forearm level",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/171318777/unspecified,NC36.4Z,"injury of extensor muscle, fascia or tendon of other finger at forearm level, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1870516333,http://id.who.int/icd/release/11/mms/1870516333,NC36.5,"injury of other extensor muscle, fascia or tendon at forearm level",category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1665486533,http://id.who.int/icd/release/11/mms/1665486533,NC36.50,"strain or sprain of other extensor muscle, fascia or tendon at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1103535266,http://id.who.int/icd/release/11/mms/1103535266,NC36.51,"laceration of other extensor muscle, fascia or tendon at forearm level",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1870516333/other,NC36.5Y,"other specified injury of other extensor muscle, fascia or tendon at forearm level",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1870516333/unspecified,NC36.5Z,"injury of other extensor muscle, fascia or tendon at forearm level, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/2124107016,http://id.who.int/icd/release/11/mms/2124107016,NC36.6,injury of multiple muscles or tendons at forearm level,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/14074128,http://id.who.int/icd/release/11/mms/14074128,NC36.7,injury of bursa of elbow,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1020432819/other,NC36.Y,"injury of other specified muscle, fascia, tendon or bursa at forearm level",category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1020432819/unspecified,NC36.Z,"injury of unspecified muscle, fascia, tendon or bursa at forearm level",category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1503222823,http://id.who.int/icd/release/11/mms/1503222823,NC37,Crushing injury of forearm,category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/294458899,http://id.who.int/icd/release/11/mms/294458899,NC37.0,Crushing injury of elbow,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1503222823/other,NC37.Y,Crushing injury of other specified part of forearm,category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/1503222823/unspecified,NC37.Z,"Crushing injury of forearm, unspecified",category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/619727205,http://id.who.int/icd/release/11/mms/619727205,NC38,traumatic amputation of forearm,category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1594475951,http://id.who.int/icd/release/11/mms/1594475951,NC38.0,traumatic amputation at right elbow level,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1107779026,http://id.who.int/icd/release/11/mms/1107779026,NC38.1,traumatic amputation at Left elbow level,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/246326606,http://id.who.int/icd/release/11/mms/246326606,NC38.2,"traumatic amputation at elbow level, bilateral",category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/977406011,http://id.who.int/icd/release/11/mms/977406011,NC38.3,traumatic amputation at level between right elbow and wrist,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1619300277,http://id.who.int/icd/release/11/mms/1619300277,NC38.4,traumatic amputation at level between Left elbow and wrist,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1357204909,http://id.who.int/icd/release/11/mms/1357204909,NC38.5,"traumatic amputation between elbow and wrist, bilateral",category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/619727205/unspecified,NC38.Z,"traumatic amputation of forearm, unspecified",category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/807378618,http://id.who.int/icd/release/11/mms/807378618,NC39,multiple injuries of forearm,category,1,FALSE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/592902578/other,NC3Y,other specified injuries to the elbow or forearm,category,1,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
,http://id.who.int/icd/release/11/mms/592902578/unspecified,NC3Z,"injuries to the elbow or forearm, unspecified",category,1,TRUE,22,browser,TRUE,TRUE,BlockL1-NC3,,,,,
http://id.who.int/icd/entity/1633923486,http://id.who.int/icd/release/11/mms/1633923486,BlockL1-NC5,injuries to the wrist or hand,block,1,FALSE,22,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/1883882249,http://id.who.int/icd/release/11/mms/1883882249,NC50,injury to fingernail,category,1,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/768075878,http://id.who.int/icd/release/11/mms/768075878,NC51,Superficial injury of wrist or hand,category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1671421399,http://id.who.int/icd/release/11/mms/1671421399,NC51.0,Superficial injury of finger or thumb,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1467269289,http://id.who.int/icd/release/11/mms/1467269289,NC51.00,Abrasion of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/450494978,http://id.who.int/icd/release/11/mms/450494978,NC51.01,contusion of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1671421399/other,NC51.0Y,other specified Superficial injury of finger or thumb,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1671421399/unspecified,NC51.0Z,"Superficial injury of finger or thumb, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1467656813,http://id.who.int/icd/release/11/mms/1467656813,NC51.1,Superficial injury of other parts of wrist or hand,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/188522347,http://id.who.int/icd/release/11/mms/188522347,NC51.10,contusion of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1321698742,http://id.who.int/icd/release/11/mms/1321698742,NC51.11,Nonvenomous insect bite of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1467656813/other,NC51.1Y,other specified Superficial injury of other parts of wrist or hand,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1467656813/unspecified,NC51.1Z,"Superficial injury of other parts of wrist or hand, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1765052822,http://id.who.int/icd/release/11/mms/1765052822,NC51.2,multiple Superficial injuries of wrist or hand,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1217144308,http://id.who.int/icd/release/11/mms/1217144308,NC52,open wound of wrist or hand,category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/102943361,http://id.who.int/icd/release/11/mms/102943361,NC52.0,open wound of finger or thumb,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/2029691477,http://id.who.int/icd/release/11/mms/2029691477,NC52.00,laceration without foreign body of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1517908016,http://id.who.int/icd/release/11/mms/1517908016,NC52.01,laceration with foreign body of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1844072782,http://id.who.int/icd/release/11/mms/1844072782,NC52.02,puncture wound without foreign body of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1379384381,http://id.who.int/icd/release/11/mms/1379384381,NC52.03,puncture wound with foreign body of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/208769920,http://id.who.int/icd/release/11/mms/208769920,NC52.04,open bite of finger or thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/102943361/other,NC52.0Y,other specified open wound of finger or thumb,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/102943361/unspecified,NC52.0Z,"open wound of finger or thumb, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/145050711,http://id.who.int/icd/release/11/mms/145050711,NC52.1,open wound of other parts of wrist or hand,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1764558960,http://id.who.int/icd/release/11/mms/1764558960,NC52.10,laceration without foreign body of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1589520654,http://id.who.int/icd/release/11/mms/1589520654,NC52.11,laceration with foreign body of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1146122028,http://id.who.int/icd/release/11/mms/1146122028,NC52.12,puncture wound with foreign body of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1985592109,http://id.who.int/icd/release/11/mms/1985592109,NC52.13,puncture wound without foreign body of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1843812285,http://id.who.int/icd/release/11/mms/1843812285,NC52.14,open bite of other parts of wrist or hand,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/145050711/other,NC52.1Y,other specified open wound of other parts of wrist or hand,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/145050711/unspecified,NC52.1Z,"open wound of other parts of wrist or hand, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1976326421,http://id.who.int/icd/release/11/mms/1976326421,NC52.2,multiple open wounds of wrist or hand,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1008825613,http://id.who.int/icd/release/11/mms/1008825613,NC53,fracture at wrist or hand level,category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/128281279,http://id.who.int/icd/release/11/mms/128281279,NC53.0,fracture of scaphoid bone of hand,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1659807531,http://id.who.int/icd/release/11/mms/1659807531,NC53.1,fracture of other Carpal bone,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/373553108,http://id.who.int/icd/release/11/mms/373553108,NC53.2,fracture of first metacarpal bone,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1929919042,http://id.who.int/icd/release/11/mms/1929919042,NC53.3,fracture of other metacarpal bone,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/927082915,http://id.who.int/icd/release/11/mms/927082915,NC53.30,fracture of shaft of other metacarpal bone,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/13699293,http://id.who.int/icd/release/11/mms/13699293,NC53.31,fracture of neck of other metacarpal bone,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1929919042/other,NC53.3Y,fracture of other specified part of other metacarpal bone,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1929919042/unspecified,NC53.3Z,"fracture of other metacarpal bone, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/15116758,http://id.who.int/icd/release/11/mms/15116758,NC53.4,multiple fractures of metacarpal bones,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1705862208,http://id.who.int/icd/release/11/mms/1705862208,NC53.5,fracture of thumb bone,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/285226175,http://id.who.int/icd/release/11/mms/285226175,NC53.6,fracture of other finger bone,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/551912731,http://id.who.int/icd/release/11/mms/551912731,NC53.60,fracture of index finger,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1597726358,http://id.who.int/icd/release/11/mms/1597726358,NC53.61,fracture of Middle finger,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/24163959,http://id.who.int/icd/release/11/mms/24163959,NC53.62,fracture of ring finger,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1082455504,http://id.who.int/icd/release/11/mms/1082455504,NC53.63,fracture of little finger,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/285226175/other,NC53.6Y,other specified fracture of other finger bone,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/285226175/unspecified,NC53.6Z,"fracture of other finger bone, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1951136043,http://id.who.int/icd/release/11/mms/1951136043,NC53.7,multiple fractures of fingers,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1008825613/other,NC53.Y,fracture at other specified part of wrist or hand level,category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1008825613/unspecified,NC53.Z,"fracture at wrist or hand level, unspecified",category,2,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1500166297,http://id.who.int/icd/release/11/mms/1500166297,NC54,Dislocation or strain or sprain of joints or ligaments at wrist or hand level,category,1,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/459121214,http://id.who.int/icd/release/11/mms/459121214,NC54.0,Dislocation of wrist,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/164523622,http://id.who.int/icd/release/11/mms/164523622,NC54.00,Dislocation of distal radioulnar joint,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/726514689,http://id.who.int/icd/release/11/mms/726514689,NC54.01,Dislocation of radiocarpal joint,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/484351359,http://id.who.int/icd/release/11/mms/484351359,NC54.02,Dislocation of midcarpal joint,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/896050666,http://id.who.int/icd/release/11/mms/896050666,NC54.03,Dislocation of carpometacarpal joint of thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/123826671,http://id.who.int/icd/release/11/mms/123826671,NC54.04,Dislocation of other carpometacarpal joint,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/951884956,http://id.who.int/icd/release/11/mms/951884956,NC54.05,"Dislocation of metacarpal bone, proximal end",category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/459121214/other,NC54.0Y,Dislocation of other specified part of wrist,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/459121214/unspecified,NC54.0Z,"Dislocation of wrist, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1512808073,http://id.who.int/icd/release/11/mms/1512808073,NC54.1,Dislocation of thumb,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/254787042,http://id.who.int/icd/release/11/mms/254787042,NC54.10,Dislocation of metacarpophalangeal joint of thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/350416503,http://id.who.int/icd/release/11/mms/350416503,NC54.11,Dislocation of interphalangeal joint of thumb,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1512808073/other,NC54.1Y,Dislocation of other specified part of thumb,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1512808073/unspecified,NC54.1Z,"Dislocation of thumb, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/2115399596,http://id.who.int/icd/release/11/mms/2115399596,NC54.2,Dislocation of finger,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/652950130,http://id.who.int/icd/release/11/mms/652950130,NC54.20,Dislocation of metacarpophalangeal joint of finger,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/257753831,http://id.who.int/icd/release/11/mms/257753831,NC54.21,Dislocation of interphalangeal joint of finger,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/2115399596/other,NC54.2Y,Dislocation of other specified part of finger,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/2115399596/unspecified,NC54.2Z,"Dislocation of finger, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/180043605,http://id.who.int/icd/release/11/mms/180043605,NC54.3,multiple dislocations of fingers,category,2,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1878061761,http://id.who.int/icd/release/11/mms/1878061761,NC54.4,traumatic rupture of ligament of wrist or carpus,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/953033625,http://id.who.int/icd/release/11/mms/953033625,NC54.40,traumatic rupture of scapholunate ligament,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/441315838,http://id.who.int/icd/release/11/mms/441315838,NC54.41,traumatic rupture of radiocarpal ligament,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/890903277,http://id.who.int/icd/release/11/mms/890903277,NC54.42,traumatic rupture of ulnocarpal ligament,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/1069814243,http://id.who.int/icd/release/11/mms/1069814243,NC54.43,traumatic rupture of lunotriquetral ligament,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1878061761/other,NC54.4Y,traumatic rupture of other specified ligament of wrist or carpus,category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
,http://id.who.int/icd/release/11/mms/1878061761/unspecified,NC54.4Z,"traumatic rupture of ligament of wrist or carpus, unspecified",category,3,TRUE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/471753045,http://id.who.int/icd/release/11/mms/471753045,NC54.5,traumatic rupture of ligament of finger at metacarpophalangeal or interphalangeal joint,category,2,FALSE,22,browser,FALSE,TRUE,BlockL1-NC5,,,,,
http://id.who.int/icd/entity/503154894,http://id.who.int/icd/release/11/mms/503154894,NC54.50,traumatic rupture of collateral ligament of finger at metacarpophalangeal or interphalangeal joint,category,3,FALSE,22,browser,TRUE,TRUE,BlockL1-NC5,,,,,
